Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Exam Score
Student_2262,3262,89.0,65.7,95.6,74.3,77.2,5.8,91.0,7.8,83.1
Student_2263,3263,97.4,78.3,72.7,79.5,82.6,4.1,81.9,7.7,80.6
Student_2264,3264,74.3,80.0,74.0,66.3,87.1,5.1,35.6,7.5,75.7
Student_2265,3265,91.8,89.3,48.4,83.2,81.3,6.3,54.2,5.0,76.1
Student_2266,3266,96.9,65.2,72.7,93.7,74.2,5.7,75.1,9.9,80.2
Student_2267,3267,67.2,88.1,85.0,82.8,83.6,5.7,43.2,7.7,81.7
Student_2268,3268,88.2,68.4,62.2,88.1,86.6,4.3,56.5,8.1,74.4
Student_2269,3269,80.0,59.0,66.0,90.9,81.8,5.2,59.5,4.4,70.9
Student_2270,3270,84.2,83.7,84.5,92.4,69.6,4.3,66.2,8.2,82.6
Student_2271,3271,88.5,90.5,57.3,98.7,76.2,2.2,65.7,6.5,76.5
Student_2272,3272,80.1,100.0,87.7,75.0,87.5,4.5,65.7,5.0,85.5
Student_2273,3273,78.2,60.6,68.6,72.8,64.2,4.4,82.4,5.6,69.1
Student_2274,3274,85.3,83.4,70.3,87.8,57.1,4.9,66.0,5.1,76.4
Student_2275,3275,74.1,70.1,61.5,87.1,93.1,3.8,64.2,5.1,71.5
Student_2276,3276,74.1,84.4,79.5,87.8,83.1,2.9,49.8,7.1,78.0
Student_2277,3277,91.8,57.4,100.0,98.9,84.1,5.0,85.4,6.4,83.9
Student_2278,3278,73.5,59.8,84.4,80.1,67.2,2.0,59.9,7.5,70.5
Student_2279,3279,91.7,65.7,64.6,84.3,85.4,6.2,53.7,9.5,76.9
Student_2280,3280,89.6,75.9,88.6,70.2,80.8,3.7,73.2,6.8,80.4
Student_2281,3281,67.7,67.3,71.2,100.0,62.2,4.4,58.5,4.0,70.4
Student_2282,3282,78.2,82.9,91.5,76.6,92.2,4.8,62.1,6.6,83.5
Student_2283,3283,96.9,87.3,84.7,76.9,79.6,4.9,73.9,8.8,86.2
Student_2284,3284,75.2,82.2,39.7,76.5,74.0,1.9,65.1,6.9,65.4
Student_2285,3285,80.4,94.4,63.0,73.6,74.2,5.2,100.0,9.3,81.0
Student_2286,3286,89.6,80.0,86.3,72.7,57.8,4.5,68.9,7.7,79.9
Student_2287,3287,92.8,60.4,76.8,74.8,83.9,3.0,79.3,4.2,73.2
Student_2288,3288,82.5,91.4,62.7,66.3,80.6,2.9,40.9,7.2,74.1
Student_2289,3289,79.0,67.7,67.4,72.1,76.1,3.5,57.1,7.4,70.5
Student_2290,3290,99.2,85.9,52.1,99.5,90.8,2.1,53.7,8.6,77.5
Student_2291,3291,100.0,93.9,73.9,87.4,64.2,6.6,55.7,9.7,86.3
Student_2292,3292,94.8,80.5,100.0,89.3,72.0,6.2,76.2,8.4,89.7
Student_2293,3293,85.9,57.0,84.7,91.8,69.5,4.7,85.5,7.7,77.3
Student_2294,3294,76.9,64.0,100.0,98.3,75.2,3.7,75.2,8.0,81.4
Student_2295,3295,76.7,90.9,85.6,62.3,78.7,3.7,66.6,6.7,80.1
Student_2296,3296,90.2,73.0,87.3,67.7,82.3,5.1,60.5,4.8,79.2
Student_2297,3297,89.2,76.0,98.7,72.0,74.5,6.6,86.7,7.1,86.2
Student_2298,3298,99.0,84.1,79.5,75.3,69.2,3.1,100.0,7.5,82.1
Student_2299,3299,91.5,83.4,72.8,77.0,94.9,2.3,72.0,5.2,78.4
Student_2300,3300,70.0,78.3,87.4,75.5,100.0,6.3,84.1,9.0,84.5
Student_2301,3301,95.5,72.5,92.4,82.2,79.4,1.3,75.2,8.5,81.1
Student_2302,3302,75.0,71.2,69.2,80.4,70.4,2.5,81.3,4.9,70.4
Student_2303,3303,81.2,85.3,66.3,72.8,92.8,3.6,52.5,9.0,77.5
Student_2304,3304,87.5,81.6,76.7,58.2,63.5,1.7,62.7,6.5,73.0
Student_2305,3305,100.0,71.9,85.0,70.1,74.7,5.7,75.9,5.8,81.1
Student_2306,3306,100.0,88.0,84.6,74.5,71.0,5.3,88.2,8.6,86.8
Student_2307,3307,91.1,73.5,57.9,77.5,66.4,3.1,57.7,6.9,70.3
Student_2308,3308,83.2,64.8,97.9,68.7,75.2,5.9,39.5,9.8,80.4
Student_2309,3309,90.3,65.9,67.3,75.1,69.4,6.2,62.5,5.7,73.5
Student_2310,3310,93.9,63.3,71.8,68.7,78.1,3.8,85.2,4.4,72.9
Student_2311,3311,81.8,71.7,64.2,78.7,78.3,3.3,46.2,6.6,70.8
Student_2312,3312,100.0,89.8,100.0,69.3,71.8,7.4,52.3,8.2,90.6
Student_2313,3313,87.3,65.3,77.9,71.5,74.3,5.1,72.3,5.6,75.0
Student_2314,3314,90.0,77.3,64.8,66.9,75.7,4.4,68.3,5.0,73.6
Student_2315,3315,91.7,67.1,85.4,78.5,86.1,6.0,78.9,7.3,82.0
Student_2316,3316,89.2,71.9,84.2,71.3,76.5,4.5,51.6,4.8,76.8
Student_2317,3317,93.4,56.9,72.7,89.1,86.2,3.2,65.1,7.5,74.2
Student_2318,3318,78.8,72.4,85.1,84.1,83.9,4.1,87.9,6.5,79.7
Student_2319,3319,79.4,72.7,65.1,79.3,83.7,5.6,52.1,7.7,74.7
Student_2320,3320,74.0,81.5,69.1,72.0,91.9,1.0,92.2,4.9,73.2
Student_2321,3321,89.4,77.7,50.9,83.8,66.8,3.6,54.0,8.9,71.5
Student_2322,3322,92.8,60.6,59.1,86.9,73.3,6.1,82.7,6.7,73.5
Student_2323,3323,89.6,88.0,96.7,81.4,95.6,3.2,64.4,8.1,87.8
Student_2324,3324,100.0,77.5,94.7,96.0,75.4,6.3,52.8,8.4,88.4
Student_2325,3325,84.9,77.4,75.8,84.6,49.8,6.1,62.5,5.3,76.4
Student_2326,3326,91.7,74.9,95.0,89.1,76.0,3.9,78.2,8.3,84.7
Student_2327,3327,74.1,68.8,73.1,81.3,79.3,3.1,69.9,4.9,71.7
Student_2328,3328,81.1,77.6,72.1,86.8,51.8,3.6,86.8,4.9,73.8
Student_2329,3329,92.0,80.7,75.7,72.0,91.3,8.0,91.5,9.9,86.8
Student_2330,3330,93.5,54.0,73.5,75.4,70.9,6.8,52.3,8.7,74.2
Student_2331,3331,82.1,68.5,72.4,83.5,81.3,4.2,51.2,10.0,75.8
Student_2332,3332,84.3,71.9,88.7,83.4,75.7,3.1,50.4,6.4,77.5
Student_2333,3333,69.8,78.1,76.8,85.1,65.1,4.2,56.5,7.2,74.9
Student_2334,3334,81.4,89.3,83.5,91.0,67.3,4.4,86.6,7.8,83.8
Student_2335,3335,93.9,65.7,87.4,65.8,68.6,2.1,78.4,7.0,75.3
Student_2336,3336,90.8,69.0,79.7,70.3,88.9,4.1,61.8,5.9,76.8
Student_2337,3337,90.0,68.8,63.4,82.3,76.5,6.0,69.8,5.7,74.8
Student_2338,3338,85.5,65.4,58.8,72.8,72.8,1.3,91.1,7.3,67.9
Student_2339,3339,85.1,70.8,76.8,100.0,68.7,5.2,98.6,5.4,79.4
Student_2340,3340,78.4,84.2,72.9,85.2,90.0,6.1,73.9,5.4,81.0
Student_2341,3341,92.0,62.4,76.0,79.2,92.6,3.2,30.1,7.6,74.1
Student_2342,3342,89.2,80.1,74.8,74.8,89.8,6.5,74.5,6.9,82.3
Student_2343,3343,89.9,54.6,100.0,75.2,82.9,3.0,84.0,8.4,79.4
Student_2344,3344,79.7,68.3,59.0,80.3,80.9,4.7,73.4,6.4,71.5
Student_2345,3345,63.5,71.0,51.1,81.1,65.8,3.5,80.9,6.1,65.3
Student_2346,3346,96.0,95.1,79.0,75.4,75.5,3.5,75.4,7.6,84.1
Student_2347,3347,80.2,71.7,70.5,77.3,71.2,3.1,51.5,5.8,71.0
Student_2348,3348,76.4,48.6,78.8,93.4,59.7,5.0,56.7,6.0,69.5
Student_2349,3349,91.9,51.0,82.0,93.8,88.6,5.3,65.2,6.1,76.9
Student_2350,3350,81.1,75.4,90.4,82.5,71.0,3.9,86.0,6.7,80.5
Student_2351,3351,95.6,82.4,56.9,66.6,90.0,2.0,58.5,9.7,74.6
Student_2352,3352,91.2,79.5,68.3,85.4,86.8,4.6,76.8,4.9,78.7
Student_2353,3353,91.8,77.0,80.1,95.5,83.6,4.6,74.6,8.9,83.7
Student_2354,3354,71.3,88.9,84.2,93.7,84.1,3.7,93.8,8.1,84.2
Student_2355,3355,97.1,68.5,100.0,87.3,71.8,6.8,69.4,9.4,87.5
Student_2356,3356,87.6,85.7,86.5,94.2,96.6,1.7,43.7,10.0,84.2
Student_2357,3357,81.3,55.4,74.3,80.5,78.4,0.7,79.7,9.1,69.8
Student_2358,3358,86.4,64.1,64.3,86.3,81.0,2.9,100.0,8.4,73.9
Student_2359,3359,67.2,53.3,68.2,73.2,71.5,5.1,80.7,5.0,66.5
Student_2360,3360,89.1,71.7,67.9,82.9,68.7,2.4,58.2,5.2,71.4
Student_2361,3361,74.7,74.4,82.9,93.3,82.8,2.5,53.8,7.5,77.1
Student_2362,3362,71.5,76.4,78.1,74.1,80.2,5.4,55.7,4.5,75.3
Student_2363,3363,69.8,75.7,59.1,71.4,70.1,4.7,100.0,7.9,72.0
Student_2364,3364,96.1,63.9,69.8,81.0,63.6,4.6,65.1,4.0,72.2
Student_2365,3365,78.7,72.7,85.5,77.7,65.3,5.2,60.1,8.7,78.2
Student_2366,3366,100.0,57.0,79.2,86.5,90.0,3.4,67.6,6.5,76.7
Student_2367,3367,79.6,91.4,81.8,75.5,71.9,3.4,65.2,7.2,80.2
Student_2368,3368,67.9,71.4,79.6,97.2,74.6,5.2,93.5,5.9,78.0
Student_2369,3369,73.8,69.1,94.5,67.1,92.5,2.0,54.8,4.2,74.8
Student_2370,3370,97.4,94.1,77.8,92.5,66.8,0.8,87.7,8.9,83.2
Student_2371,3371,83.4,60.1,70.4,72.4,70.7,3.4,71.8,9.0,70.9
Student_2372,3372,79.5,61.5,64.0,62.0,70.3,5.4,88.1,6.5,69.5
Student_2373,3373,86.6,61.8,78.0,82.4,94.2,4.4,93.7,8.0,78.7
Student_2374,3374,90.0,74.2,45.7,77.5,97.9,5.3,71.3,6.4,73.1
Student_2375,3375,96.2,80.2,72.8,68.9,85.5,1.0,65.3,7.4,76.0
Student_2376,3376,99.5,83.9,72.5,63.2,85.8,4.5,71.0,8.1,81.1
Student_2377,3377,81.4,100.0,58.6,79.9,72.2,5.0,68.6,7.8,79.4
Student_2378,3378,71.7,48.0,63.9,89.8,97.5,2.0,45.1,9.0,66.2
Student_2379,3379,80.9,82.3,84.7,85.8,80.7,5.3,93.3,7.8,84.4
Student_2380,3380,87.6,68.3,77.8,80.6,86.5,3.8,73.7,7.0,77.4
Student_2381,3381,75.4,68.0,76.2,84.8,76.9,8.6,52.6,5.9,77.6
Student_2382,3382,75.4,67.6,78.7,79.7,75.3,0.7,39.0,6.3,69.1
Student_2383,3383,88.4,64.1,76.1,65.7,94.6,6.1,35.1,8.2,76.2
Student_2384,3384,84.5,95.2,89.9,65.8,83.4,3.4,81.6,4.7,83.6
Student_2385,3385,85.3,85.1,76.5,78.0,92.5,1.6,60.7,8.7,79.3
Student_2386,3386,77.4,75.3,57.5,78.4,80.6,3.2,63.2,6.6,70.3
Student_2387,3387,82.7,91.2,94.6,88.5,69.5,4.4,77.3,5.8,85.8
Student_2388,3388,75.8,56.8,79.4,87.6,72.2,5.6,62.3,5.4,72.9
Student_2389,3389,93.9,59.0,67.9,86.1,79.0,6.6,78.2,8.0,76.8
Student_2390,3390,95.4,48.9,60.0,77.2,71.7,6.1,71.4,7.0,69.6
Student_2391,3391,66.5,66.6,79.8,66.2,66.9,2.6,68.7,9.4,70.6
Student_2392,3392,75.7,76.9,73.6,84.1,90.0,5.7,46.4,5.1,77.0
Student_2393,3393,70.0,76.2,93.9,85.3,72.6,4.6,57.7,6.1,79.4
Student_2394,3394,78.5,76.8,70.8,56.1,79.4,3.0,79.0,6.9,72.5
Student_2395,3395,84.2,58.1,65.0,71.7,81.0,3.7,59.8,5.9,68.3
Student_2396,3396,70.5,84.6,85.7,73.1,72.1,2.9,88.1,7.0,78.5
Student_2397,3397,75.8,77.9,86.1,81.2,92.5,4.1,100.0,7.5,82.6
Student_2398,3398,75.0,83.8,77.0,72.0,66.8,2.9,79.8,7.7,76.1
Student_2399,3399,87.1,52.3,83.1,79.6,80.6,2.5,92.4,9.3,74.7
Student_2400,3400,85.7,78.7,74.5,77.9,80.5,4.7,80.8,5.0,78.2
Student_2401,3401,77.8,60.7,77.8,78.4,77.5,4.9,62.0,7.5,73.6
Student_2402,3402,86.8,70.2,89.0,72.8,65.0,3.7,73.0,6.0,77.1
Student_2403,3403,79.5,81.4,82.5,73.6,86.7,6.1,100.0,7.6,83.9
Student_2404,3404,82.3,76.1,73.0,69.2,85.4,3.6,62.1,7.6,75.6
Student_2405,3405,100.0,64.8,91.2,83.8,71.2,3.5,54.4,5.5,78.5
Student_2406,3406,98.4,75.1,46.6,85.7,85.1,5.0,53.0,5.6,72.7
Student_2407,3407,72.0,56.6,99.6,72.3,81.7,3.8,66.7,7.8,76.3
Student_2408,3408,93.3,88.8,54.5,95.2,65.2,4.1,54.9,7.0,76.2
Student_2409,3409,93.1,72.5,67.5,76.9,69.5,0.2,95.1,6.7,71.9
Student_2410,3410,73.5,88.4,74.5,95.3,89.4,4.0,73.2,8.0,82.0
Student_2411,3411,93.2,68.7,73.2,73.6,81.1,1.3,84.6,8.1,74.5
Student_2412,3412,100.0,68.7,87.1,59.7,72.4,2.2,65.5,6.2,75.8
Student_2413,3413,73.8,65.8,62.3,84.0,69.4,2.0,52.9,5.7,65.9
Student_2414,3414,75.8,85.5,78.1,82.5,72.8,2.4,50.4,5.1,75.3
Student_2415,3415,95.2,66.5,68.1,80.3,73.6,3.2,56.4,7.1,73.0
Student_2416,3416,87.7,82.7,78.5,73.6,69.5,3.3,75.2,4.9,77.3
Student_2417,3417,90.5,70.4,74.2,79.7,60.6,5.0,77.8,7.1,76.2
Student_2418,3418,88.4,51.3,76.1,74.9,89.4,4.3,79.0,8.8,74.1
Student_2419,3419,88.9,68.2,68.4,77.0,87.7,1.1,47.7,6.5,70.7
Student_2420,3420,71.7,60.9,68.9,88.4,65.3,4.1,70.0,6.2,69.3
Student_2421,3421,95.5,75.4,78.4,81.8,79.4,4.5,54.6,10.0,81.1
Student_2422,3422,96.7,60.7,86.3,86.1,69.0,3.5,76.0,9.3,78.7
Student_2423,3423,82.7,86.1,67.8,77.7,75.4,3.9,77.2,5.9,76.9
Student_2424,3424,84.6,73.9,64.6,76.6,74.6,4.3,52.4,7.2,72.9
Student_2425,3425,69.7,72.9,82.4,68.5,73.7,5.1,84.5,7.5,76.6
Student_2426,3426,90.1,82.9,74.6,76.3,98.0,1.6,100.0,7.3,80.6
Student_2427,3427,90.7,86.6,85.0,46.8,73.6,3.6,82.5,9.7,81.1
Student_2428,3428,84.4,74.8,64.1,74.1,69.9,6.3,67.6,7.1,75.0
Student_2429,3429,96.2,65.7,53.6,79.2,70.4,6.1,65.3,7.4,72.2
Student_2430,3430,81.7,53.7,68.6,85.6,88.4,5.3,66.9,8.0,72.9
Student_2431,3431,90.6,66.8,65.8,77.3,61.5,4.8,58.6,8.8,72.8
Student_2432,3432,74.8,67.6,74.1,83.5,70.4,6.5,73.8,8.4,76.3
Student_2433,3433,84.8,76.3,67.4,58.2,92.5,6.9,52.9,7.8,77.2
Student_2434,3434,83.3,70.9,83.9,79.4,80.4,3.8,41.7,4.7,75.4
Student_2435,3435,87.3,83.3,71.5,63.2,79.9,2.5,73.3,6.3,75.4
Student_2436,3436,81.3,67.6,76.8,67.9,99.3,3.6,70.3,8.2,76.2
Student_2437,3437,83.7,74.3,76.9,78.1,80.5,8.6,61.4,7.4,81.6
Student_2438,3438,93.3,89.2,77.3,92.8,70.9,1.6,50.8,8.2,80.2
Student_2439,3439,80.6,79.1,74.7,83.7,75.2,3.3,74.3,9.8,78.3
Student_2440,3440,68.9,74.3,81.1,80.2,66.6,1.9,55.1,5.2,71.1
Student_2441,3441,100.0,67.8,65.5,79.8,90.6,4.2,67.9,8.7,77.3
Student_2442,3442,98.8,67.4,91.8,72.9,83.7,2.2,96.5,6.5,80.5
Student_2443,3443,72.1,64.8,72.2,74.6,89.2,3.8,79.8,8.4,73.4
Student_2444,3444,91.9,68.5,59.3,84.3,90.1,1.1,49.5,6.9,70.2
Student_2445,3445,80.0,84.1,77.3,66.1,73.9,4.9,50.9,10.0,78.7
Student_2446,3446,87.6,72.3,64.8,85.9,68.6,5.8,72.3,7.2,75.8
Student_2447,3447,87.9,58.8,83.0,76.1,77.5,3.4,49.4,6.0,72.8
Student_2448,3448,82.7,96.2,100.0,88.3,69.3,3.8,40.0,7.6,86.8
Student_2449,3449,77.2,78.8,65.6,89.6,79.6,3.8,78.0,7.5,76.0
Student_2450,3450,78.1,58.1,79.0,63.3,89.3,4.3,74.8,8.7,73.6
Student_2451,3451,75.8,69.7,53.9,74.2,76.3,3.9,76.8,7.7,68.9
Student_2452,3452,76.7,76.3,80.4,71.4,79.5,5.2,73.9,10.0,79.7
Student_2453,3453,84.3,95.5,64.4,61.9,77.1,5.8,69.0,6.8,79.2
Student_2454,3454,77.8,61.7,67.5,69.7,86.0,2.8,60.1,6.9,68.9
Student_2455,3455,91.8,86.7,61.8,100.0,71.3,3.5,77.7,6.1,78.4
Student_2456,3456,99.9,91.8,83.8,86.1,56.0,5.4,92.9,7.1,86.8
Student_2457,3457,79.2,67.5,87.1,99.2,82.7,1.9,62.5,7.3,77.4
Student_2458,3458,87.4,71.7,75.3,88.3,87.9,1.0,54.7,7.4,75.0
Student_2459,3459,90.0,62.6,64.6,72.6,82.5,4.3,53.0,7.1,71.4
Student_2460,3460,89.7,72.6,94.1,76.2,71.6,4.7,57.0,6.1,80.5
Student_2461,3461,85.8,74.6,66.0,85.9,66.6,2.9,73.0,5.7,72.6
Student_2462,3462,92.4,82.9,49.1,84.4,82.9,3.1,37.9,6.4,71.8
Student_2463,3463,89.8,88.1,80.5,74.2,79.4,2.9,76.6,8.7,82.0
Student_2464,3464,72.6,66.0,61.7,64.9,76.7,2.7,79.7,9.0,68.1
Student_2465,3465,93.7,51.4,86.9,100.0,96.2,5.0,43.0,6.9,78.9
Student_2466,3466,93.9,74.7,70.4,78.6,68.5,2.2,55.3,5.6,72.8
Student_2467,3467,77.4,78.5,82.2,76.7,95.8,3.6,71.2,6.9,79.7
Student_2468,3468,85.4,78.0,91.8,81.1,78.3,2.6,67.8,10.0,82.1
Student_2469,3469,91.8,71.1,60.5,77.6,59.6,1.8,77.8,8.5,70.3
Student_2470,3470,82.9,76.5,68.2,81.2,76.2,5.3,67.9,7.8,77.0
Student_2471,3471,95.7,93.2,74.1,92.9,87.6,3.2,89.0,8.4,86.1
Student_2472,3472,100.0,79.6,93.5,78.8,74.3,4.3,65.2,9.3,85.8
Student_2473,3473,77.1,70.5,67.1,68.4,63.3,1.7,55.3,5.3,66.2
Student_2474,3474,71.2,69.0,67.9,78.4,76.4,2.9,54.0,6.4,69.2
Student_2475,3475,88.0,73.0,80.7,75.4,69.4,5.1,81.0,6.2,78.4
Student_2476,3476,92.2,94.6,68.1,94.2,82.9,7.9,70.4,7.9,87.5
Student_2477,3477,82.7,72.8,76.8,91.7,85.7,1.0,79.5,7.2,76.2
Student_2478,3478,99.5,74.8,56.4,81.1,67.4,3.7,79.2,8.1,74.3
Student_2479,3479,71.6,69.2,100.0,67.2,70.9,4.6,39.7,6.2,76.6
Student_2480,3480,91.9,88.2,58.8,67.7,85.6,3.1,52.9,9.1,76.2
Student_2481,3481,78.9,98.5,71.1,80.2,69.4,5.3,54.7,6.9,80.7
Student_2482,3482,100.0,80.4,74.6,83.4,67.2,2.7,57.8,8.0,78.3
Student_2483,3483,100.0,76.0,98.0,76.3,66.2,4.2,63.7,8.8,84.5
Student_2484,3484,77.3,75.4,59.1,75.2,81.5,3.2,85.0,8.7,72.7
Student_2485,3485,79.5,46.4,98.8,74.1,81.1,5.8,88.0,7.5,77.7
Student_2486,3486,93.6,83.9,84.1,79.8,71.2,3.0,65.6,8.2,81.5
Student_2487,3487,81.1,76.6,80.0,56.2,78.1,3.5,66.2,9.6,76.2
Student_2488,3488,84.5,80.1,63.2,69.0,93.3,5.4,59.4,7.8,77.0
Student_2489,3489,85.3,66.5,81.9,73.7,68.3,2.5,71.3,5.9,73.1
Student_2490,3490,65.8,70.4,66.3,92.1,58.5,4.1,73.0,7.9,70.8
Student_2491,3491,84.9,70.1,90.2,71.9,82.6,1.3,82.1,6.9,77.1
Student_2492,3492,78.1,87.3,63.3,81.8,76.9,2.4,82.0,4.0,73.7
Student_2493,3493,80.1,70.5,73.6,82.3,70.9,4.6,35.5,7.7,73.7
Student_2494,3494,99.4,100.0,68.3,93.0,84.5,2.5,67.7,7.2,84.3
Student_2495,3495,72.4,80.2,63.1,92.6,86.4,3.2,90.8,8.7,76.7
Student_2496,3496,93.1,59.7,83.9,79.4,55.9,4.7,63.4,5.9,74.3
Student_2497,3497,82.2,73.5,81.4,75.2,71.5,3.1,87.1,4.7,75.6
Student_2498,3498,82.2,67.2,89.5,73.4,100.0,5.2,65.4,7.3,80.9
Student_2499,3499,92.9,48.7,53.6,77.6,83.8,4.3,72.6,7.6,67.3
Student_2500,3500,88.4,94.2,87.8,75.7,84.8,4.7,52.9,7.1,85.8
Student_2501,3501,90.7,83.4,100.0,85.5,89.7,5.9,53.5,7.0,88.9
Student_2502,3502,94.7,81.4,69.6,84.2,78.2,4.5,80.9,5.4,79.4
Student_2503,3503,81.7,77.0,97.7,85.9,86.0,6.3,83.2,6.8,86.9
Student_2504,3504,78.9,58.4,71.8,92.6,85.2,5.4,70.4,6.5,74.3
Student_2505,3505,74.1,69.2,58.5,98.6,83.4,3.2,51.6,8.6,71.4
Student_2506,3506,76.7,85.1,71.3,81.2,74.8,5.9,70.7,7.6,79.5
Student_2507,3507,100.0,62.4,87.6,91.0,79.7,4.4,88.9,6.6,81.8
Student_2508,3508,97.4,44.6,64.9,76.5,72.1,3.4,96.1,9.6,69.9
Student_2509,3509,71.5,72.3,67.8,91.9,78.1,4.4,65.2,6.6,73.7
Student_2510,3510,71.8,73.3,82.1,90.6,66.3,5.7,45.1,7.8,77.3
Student_2511,3511,89.8,76.6,75.0,90.1,70.1,4.7,82.6,6.7,79.6
Student_2512,3512,90.5,83.7,82.0,80.9,75.2,6.7,65.9,9.4,85.4
Student_2513,3513,90.5,82.7,77.9,73.3,68.6,5.6,84.1,7.1,81.2
Student_2514,3514,82.5,78.1,80.8,66.1,72.9,4.8,74.2,7.2,78.2
Student_2515,3515,83.7,89.3,69.8,79.6,76.4,2.5,56.7,6.8,76.7
Student_2516,3516,88.3,56.8,77.8,95.3,82.0,3.7,70.9,7.3,75.6
Student_2517,3517,85.9,81.1,63.9,76.9,87.5,4.1,89.6,8.8,78.6
Student_2518,3518,62.8,82.5,90.5,87.9,73.4,5.0,67.8,8.3,81.3
Student_2519,3519,82.7,60.1,67.4,88.4,91.4,5.0,54.5,7.0,73.5
Student_2520,3520,76.5,57.0,88.5,77.2,87.4,4.3,46.2,9.6,75.6
Student_2521,3521,86.8,66.0,72.2,93.2,83.0,4.2,58.4,8.3,76.4
Student_2522,3522,100.0,67.1,77.4,50.9,79.5,5.1,63.8,6.3,75.6
Student_2523,3523,88.7,84.0,69.1,67.8,81.2,2.7,82.3,4.9,75.9
Student_2524,3524,81.9,67.6,62.8,70.8,89.9,6.5,53.2,6.4,73.3
Student_2525,3525,94.2,64.7,54.1,71.8,90.2,0.9,93.3,7.6,69.4
Student_2526,3526,89.8,67.7,62.3,83.4,91.3,6.2,49.9,7.9,76.1
Student_2527,3527,89.2,88.4,71.1,82.9,78.4,3.9,100.0,9.0,82.7
Student_2528,3528,91.1,75.2,77.5,83.9,83.5,5.5,95.9,5.4,81.6
Student_2529,3529,100.0,72.8,87.1,86.0,91.4,4.5,72.1,6.3,84.0
Student_2530,3530,73.7,73.7,69.7,70.5,71.8,4.5,45.3,5.2,70.5
Student_2531,3531,89.7,90.5,64.4,67.8,74.8,4.8,69.2,5.0,77.1
Student_2532,3532,75.7,66.0,57.7,84.0,78.2,5.2,64.2,6.1,69.9
Student_2533,3533,90.6,90.8,80.8,73.7,87.0,3.5,50.9,7.5,82.4
Student_2534,3534,75.8,77.5,91.6,64.3,87.2,5.6,74.4,8.2,82.2
Student_2535,3535,80.8,73.1,90.2,89.7,75.7,2.4,57.6,5.6,77.5
Student_2536,3536,82.0,100.0,83.5,94.0,62.9,4.0,59.3,5.8,83.7
Student_2537,3537,94.8,62.3,82.7,95.6,80.5,5.3,66.9,4.3,78.9
Student_2538,3538,94.2,70.8,95.4,81.9,68.8,5.5,61.4,7.3,83.0
Student_2539,3539,72.5,60.2,79.0,86.3,63.1,4.7,100.0,5.9,73.2
Student_2540,3540,85.5,86.4,82.8,93.7,65.4,3.4,62.0,9.5,82.3
Student_2541,3541,77.9,95.3,71.2,73.6,81.3,5.3,76.6,7.6,81.7
Student_2542,3542,72.4,95.0,58.7,91.1,91.6,3.0,72.2,6.7,77.5
Student_2543,3543,82.8,89.7,66.8,82.8,78.4,6.6,75.3,6.0,81.1
Student_2544,3544,81.9,72.6,74.9,89.1,80.1,3.9,76.4,4.8,76.2
Student_2545,3545,100.0,70.6,75.7,81.9,89.8,1.7,83.2,4.9,77.0
Student_2546,3546,89.3,54.9,98.1,93.0,62.6,2.2,74.0,6.1,76.1
Student_2547,3547,71.2,99.4,76.0,82.2,83.2,4.1,73.4,6.0,81.8
Student_2548,3548,79.4,80.6,89.1,65.2,77.9,4.2,70.9,5.5,79.2
Student_2549,3549,95.2,69.1,69.8,94.5,83.7,7.0,67.9,7.6,80.9
Student_2550,3550,100.0,90.9,71.3,70.5,73.2,2.4,56.3,7.8,79.0
Student_2551,3551,69.1,63.3,59.1,92.5,69.8,4.1,69.1,6.3,67.9
Student_2552,3552,66.2,79.9,66.1,79.1,79.4,2.4,73.6,9.9,73.3
Student_2553,3553,100.0,72.9,81.3,91.8,94.5,3.3,76.0,4.4,81.4
Student_2554,3554,88.9,82.7,75.1,91.3,86.6,6.5,72.7,7.1,84.3
Student_2555,3555,76.3,74.2,86.3,84.3,72.9,2.3,66.5,6.7,76.2
Student_2556,3556,90.3,57.6,77.2,85.1,64.6,4.9,69.1,6.2,73.7
Student_2557,3557,58.6,75.9,70.8,84.2,61.2,4.6,61.7,6.0,70.7
Student_2558,3558,85.0,87.6,100.0,59.9,91.2,4.0,74.7,7.0,86.0
Student_2559,3559,88.3,74.6,73.9,81.2,68.4,4.8,66.7,6.7,76.9
Student_2560,3560,94.2,84.3,89.0,68.8,74.7,2.3,72.7,6.4,80.9
Student_2561,3561,74.9,62.5,70.2,81.7,91.2,6.5,85.0,5.1,75.0
Student_2562,3562,85.9,74.7,83.5,68.6,61.9,6.9,59.4,4.6,77.7
Student_2563,3563,75.7,67.5,86.1,68.2,92.9,4.1,79.0,6.6,77.3
Student_2564,3564,87.6,84.0,77.5,96.0,75.5,7.6,70.5,6.4,84.9
Student_2565,3565,76.0,75.4,46.7,90.7,66.5,3.4,100.0,6.7,69.4
Student_2566,3566,80.9,83.3,75.2,80.0,75.5,4.6,66.8,6.8,78.7
Student_2567,3567,75.0,88.1,89.8,81.8,70.8,6.1,80.4,6.2,84.2
Student_2568,3568,91.5,83.3,81.3,77.5,82.4,3.3,70.2,6.7,81.0
Student_2569,3569,93.6,78.3,80.4,85.7,71.5,1.9,49.2,5.7,76.7
Student_2570,3570,82.7,63.0,54.3,73.2,58.9,1.6,62.2,9.3,64.3
